Chrom	Strand	Experiment_Left	Experiment_Right	Systematic ID	Common Name	NFR/NDR_Left	NFR/NDR_Right
chr5	+	107160	108425	YEL024W	RIP1	106884	107195
chr4	+	806558	807831	YDR171W	HSP42	806249	806502
chr14	-	618469	619742	YNL007C	SIS1	619716	620080
chr4	+	770342	771615	YDR158W	HOM2	769602	770352
chr6	+	76730	78003	YFL030W	AGX1	76402	76726
chr7	-	490706	491979	YGL004C	RPN14	491903	492175
chr15	+	515168	516449	YOR101W	RAS1	514418	515168
chr8	-	520527	521808	YHR210C		521844	522213
chr14	-	372364	373645	YNL134C		373529	373983
chr9	+	384603	385884	YIR018W	YAP5	384121	384646
chr7	+	95814	97103	YGL209W	MIG2	95360	95783
chr12	+	658614	659903	YLR257W		658239	658710
chr15	+	480551	481840	YOR084W	LPX1	480355	480572
chr2	+	544885	546174	YBR151W	APD1	544474	544926
chr8	+	383278	384567	YHR142W	CHS7	382948	383225
chr13	+	675721	677010	YMR206W		674786	675734
chr11	+	590233	591530	YKR080W	MTD1	589794	590290
chr16	+	503052	504349	YPL024W	RMI1	502752	503125
chr13	+	10151	11448	YML131W		9867	10096
chr7	-	855225	856522	YGR180C	RNR4	856493	856768
chr1	+	35095	36392	YAL060W	BDH1	34856	35043
chr16	-	608777	610074	YPR023C	EAF3	610035	610337
chr7	+	610502	611807	YGR060W	ERG25	609751	610501
chr14	-	215925	217230	YNL231C	PDR16	217230	217980
chr12	+	576614	577919	YLR220W	CCC1	576339	576722
chr5	-	210653	211958	YER028C	MIG3	211973	212384
chr2	+	415876	417189	YBR085W	AAC3	415419	415913
chr1	+	142124	143437	YAL003W	EFB1	141452	142202
chr11	+	25143	26456	YKL216W	URA1	24843	25204
chr14	+	620025	621338	YNL006W	LST8	619716	620080
chr4	-	1360920	1362233	YDR451C	YHP1	1362264	1363014
chr14	-	557814	559135	YNL037C	IDH1	559135	559885
chr4	+	546412	547733	YDR044W	HEM13	545707	546457
chr10	-	67637	68958	YJL196C	ELO1	68960	69124
chr15	+	679287	680614	YOR184W	SER1	678981	679310
chr12	+	1012458	1013787	YLR438W	CAR2	1011979	1012487
chr2	-	330229	331558	YBR046C	ZTA1	331523	331808
chr13	+	307419	308752	YMR017W	SPO20	307029	307391
chr4	+	998640	999977	YDR265W	PEX10	998330	998685
chr14	+	690217	691554	YNR034W	SOL1	689936	690246
chr2	+	160099	161444	YBL032W	HEK2	159665	160150
chr4	+	230896	232241	YDL129W		230657	230945
chr8	-	297353	298698	YHR097C		298685	298976
chr13	-	910966	912311	YMR318C	ADH6	912204	912524
chr14	-	439540	440885	YNL098C	RAS2	440790	441214
chr4	+	133407	134760	YDL182W	LYS20	132657	133407
chr4	-	60539	61892	YDL222C	FMP45	61909	62431
chr9	+	258537	259890	YIL050W	PCL7	258297	258636
chr11	-	532189	533550	YKR052C	MRS4	533623	533789
chr12	-	339659	341020	YLR099C	ICT1	341020	341118
chr9	-	419439	420808	YIR034C	LYS1	420769	421049
chr16	+	789910	791279	YPR127W		789547	789929
chr4	-	974628	975997	YDR259C	YAP6	975948	976518
chr14	+	210177	211546	YNL234W		209825	210211
chr4	-	763962	765331	YDR151C	CTH1	765263	765400
chr15	+	882829	884204	YOR303W	CPA1	881969	882943
chr11	+	278998	280375	YKL085W	MDH1	278789	279037
chr4	+	159535	160912	YDL168W	SFA1	159286	159557
chr13	-	809445	810822	YMR272C	SCS7	810787	811167
chr3	+	137675	139060	YCR012W	PGK1	136925	137675
chr12	+	253783	255168	YLR056W	ERG3	253452	253762
chr2	-	450736	452121	YBR105C	VID24	452036	452786
chr4	+	600749	602134	YDR077W	SED1	599601	600765
chr15	-	81621	83006	YOL126C	MDH2	83002	83272
chr1	+	130699	132084	YAL012W	CYS3	130458	130769
chr11	-	574653	576038	YKR071C	DRE2	575967	576287
chr11	+	217181	218574	YKL120W	OAC1	216911	217284
chr15	+	679248	680641	YOR183W	FYV12	678981	679310
chr16	+	527525	528918	YPL014W	CIP1	527117	527512
chr8	+	99141	100534	YHL004W	MRP4	98734	99175
chr5	+	221825	223226	YER034W		221486	221847
chr8	+	462403	463804	YHR179W	OYE2	462016	462431
chr15	+	912533	913934	YOR319W	HSH49	912312	912483
chr12	-	196723	198124	YLR027C	AAT2	198043	198363
chr16	+	551997	553398	YPL003W	ULA1	551671	552017
chr5	-	246861	248262	YER048C	CAJ1	248221	248514
chr7	+	772325	773734	YGR142W	BTN2	771956	772320
chr9	+	130339	131748	YIL122W	POG1	129904	130300
chr12	-	63901	65310	YLL039C	UBI4	65348	65599
chr16	+	455613	457022	YPL054W	LEE1	454863	455613
chr5	-	460369	461778	YER145C	FTR1	461736	461927
chr4	-	766698	768107	YDR153C	ENT5	768079	768399
chr4	+	910032	911449	YDR222W		909380	910042
chr12	-	757618	759043	YLR312C	ATG39	758978	759501
chr2	+	561492	562917	YBR161W	CSH1	560975	561590
chr5	+	546789	548214	YER178W	PDA1	546563	546832
chr4	-	561088	562513	YDR054C	CDC34	562423	562738
chr7	-	913433	914866	YGR210C		914789	915191
chr16	+	464309	465742	YPL048W	CAM1	464113	464360
chr14	-	379436	380869	YNL130C	CPT1	380821	381121
chr16	-	525505	526938	YPL015C	HST2	526913	527350
chr11	-	164834	166267	YKL151C	NNR2	166194	166442
chr14	+	547938	549371	YNL042W	BOP3	547626	547947
chr4	-	285316	286749	YDL097C	RPN6	286691	287061
chr4	-	355468	356909	YDL055C	PSA1	356862	357453
chr4	-	294916	296357	YDL090C	RAM1	296315	296557
chr15	-	383253	384694	YOR028C	CIN5	384667	384964
chr7	-	903353	904794	YGR202C	PCT1	904745	905495
chr15	+	378193	379642	YOR025W	HST3	377791	378245
chr4	+	411763	413220	YDL022W	GPD1	411263	411716
chr15	+	219146	220603	YOL058W	ARG1	218679	219261
chr8	+	232078	233535	YHR068W	DYS1	231827	232111
chr4	+	1491024	1492483	YDR527W	RBA50	1490758	1491111
chr4	+	1355972	1357437	YDR448W	ADA2	1355691	1356057
chr14	+	662305	663770	YNR017W	TIM23	661943	662390
chr15	+	882668	884133	YOR302W		881969	882727
chr5	+	349924	351389	YER095W	RAD51	349671	349930
chr4	-	1078796	1080269	YDR309C	GIC2	1080257	1081007
chr4	+	227312	228785	YDL131W	LYS21	226935	227256
chr15	+	580144	581625	YOR136W	IDH2	579890	580065
chr5	+	195065	196554	YER020W	GPA2	194863	195165
chr11	+	463752	465249	YKR013W	PRY2	463452	463764
chr13	-	538613	540110	YMR135C	GID8	540034	540604
chr16	-	169693	171190	YPL201C	YIG1	171218	171427
chr15	+	521089	522593	YOR107W	RGS2	520425	521051
chr15	-	389717	391222	YOR032C	HMS1	391278	392028
chr13	+	283088	284594	YMR009W	ADI1	282840	283095
chr11	+	356478	357991	YKL043W	PHD1	355966	356474
chr16	+	434269	435782	YPL060W	MFM1	434070	434337
chr10	-	153294	154807	YJL138C	TIF2	154700	155021
chr10	-	347280	348793	YJL048C	UBX6	348842	349223
chr7	+	1000884	1002397	YGR254W	ENO1	1000717	1001024
chr10	+	641981	643494	YJR117W	STE24	641708	642033
chr8	-	64400	65913	YHL021C	AIM17	65955	66344
chr16	+	679541	681070	YPR065W	ROX1	678791	679541
chr11	+	519313	520842	YKR042W	UTH1	518591	519341
chr7	-	796649	798178	YGR154C	GTO1	798176	798516
chr4	+	190871	192400	YDL147W	RPN5	190580	190915
chr5	-	138828	140365	YEL009C	GCN4	140255	140839
chr9	-	186175	187712	YIL094C	LYS12	187659	188004
chr16	-	565641	567178	YPR005C	HAL1	566445	567389
chr1	+	33359	34896	YAL061W	BDH2	32899	33367
chr4	-	698018	699555	YDR123C	INO2	699496	699830
chr15	-	906169	907706	YOR316C	COT1	907636	907918
chr1	+	225390	226933	YAR071W	PHO11	224640	225390
chr8	+	552029	553572	YHR215W	PHO12	551279	552029
chr12	+	515118	516663	YLR180W	SAM1	514757	515184
chr15	+	832755	834300	YOR272W	YTM1	832433	832797
chr7	-	308683	310228	YGL104C	VPS73	310177	310989
chr5	+	322616	324165	YER081W	SER3	321866	322616
chr5	+	78032	79585	YEL040W	UTR2	77622	78150
chr8	-	113402	114955	YHR005C	GPA1	115008	115758
chr4	+	222280	223833	YDL133W	SRF1	222017	222316
chr7	+	472813	474366	YGL012W	ERG4	472397	472834
chr12	+	425183	426736	YLR142W	PUT1	424877	425265
chr10	+	449190	450743	YJR006W	POL31	448954	449224
chr4	+	551428	552989	YDR047W	HEM12	550678	551428
chr10	-	193508	195069	YJL116C	NCA3	195066	195486
chr16	-	550289	551850	YPL004C	LSP1	551850	552017
chr4	-	958564	960125	YDR249C		960054	960344
chr13	+	353521	355090	YMR043W	MCM1	353090	353534
chr15	+	770664	772241	YOR230W	WTM1	769914	770664
chr2	-	427560	429137	YBR092C	PHO3	429182	429449
chr6	-	80358	81935	YFL027C	GYP8	81861	82717
chr15	+	217129	218714	YOL059W	GPD2	216688	217156
chr15	-	94837	96430	YOL119C	MCH4	96385	96661
chr8	+	175504	177097	YHR033W		175354	175549
chr2	+	635068	636669	YBR207W	FTH1	634826	635122
chr10	+	704077	705678	YJR146W		703628	704129
chr14	+	479505	481106	YNL078W	NIS1	479134	479602
chr16	-	15335	16938	YPL277C		16864	17177
chr15	+	742696	744305	YOR212W	STE4	742039	742789
chr16	+	786038	787647	YPR124W	CTR1	785796	786058
chr16	+	432541	434158	YPL061W	ALD6	432346	432630
chr5	-	420912	422537	YER130C	COM2	422512	422876
chr14	+	491481	493106	YNL071W	LAT1	491210	491483
chr12	+	371423	373056	YLR113W	HOG1	370673	371423
chr15	-	1041544	1043177	YOR375C	GDH1	1043177	1043927
chr10	+	31824	33457	YJL213W		31123	31906
chr11	-	141530	143171	YKL164C	PIR1	143079	143564
chr4	+	369314	370955	YDL047W	SIT4	368564	369314
chr16	+	556341	557982	YPR001W	CIT3	555512	556262
chr14	-	505670	507311	YNL064C	YDJ1	507296	507657
chr4	+	699742	701383	YDR124W		699496	699830
chr15	-	416196	417837	YOR047C	STD1	417777	418175
chr3	+	50768	52410	YCL040W	GLK1	50433	50787
chr12	-	257827	259476	YLR058C	SHM2	259464	259969
chr4	+	156311	157960	YDL170W	UGA3	155877	156343
chr5	+	351580	353229	YER096W	SHC1	351307	351580
chr15	+	168433	170082	YOL082W	ATG19	167655	168405
chr15	-	617244	618893	YOR152C	ATG40	618891	619689
chr8	+	470883	472532	YHR183W	GND1	470569	470883
chr9	+	381923	383572	YIR015W	RPR2	381716	381967
chr4	+	574157	575814	YDR061W		573753	574176
chr10	-	109723	111387	YJL164C	TPK1	111352	111634
chr7	-	1048431	1050096	YGR279C	SCW4	1050047	1050797
chr12	-	366539	368204	YLR108C		368171	368596
chr12	-	564666	566331	YLR212C	TUB4	566248	566732
chr2	+	800485	802150	YBR297W	MAL33	800198	800513
chr8	+	384998	386671	YHR143W	DSE2	384723	385060
chr4	+	1494284	1495957	YDR528W	HLR1	1493981	1494295
chr13	+	298833	300506	YMR014W	BUD22	298574	298872
chr14	+	481265	482938	YNL077W	APJ1	480963	481281
chr7	-	431505	433178	YGL035C	MIG1	433130	433524
chr10	+	647537	649212	YJR121W	ATP2	647042	647553
chr13	-	754637	756318	YMR243C	ZRC1	756234	756615
chr4	-	1399616	1401305	YDR470C	UGO1	1401241	1401991
chr2	-	290387	292076	YBR025C	OLA1	292076	292272
chr6	-	104618	106315	YFL016C	MDJ1	106238	106988
chr5	+	196889	198586	YER021W	RPN3	196677	196977
chr5	+	16176	17881	YEL071W	DLD3	15943	16198
chr15	+	447095	448800	YOR065W	CYT1	446751	447123
chr15	-	976609	978314	YOR344C	TYE7	978203	978953
chr7	+	23896	25601	YGL253W	HXK2	23178	23928
chr12	-	327579	329284	YLR094C	GIS3	329226	329737
chr12	-	896066	897771	YLR387C	REH1	897702	898168
chr2	-	488785	490490	YBR126C	TPS1	490481	490864
chr14	-	583665	585373	YNL025C	SSN8	585299	585608
chr7	+	593118	594831	YGR052W	FMP48	592673	593170
chr3	-	15236	16949	YCL064C	CHA1	16898	17114
chr13	-	22003	23716	YML124C	TUB3	23659	23908
chr7	+	798477	800190	YGR155W	CYS4	798176	798516
chr12	-	402531	404252	YLR130C	ZRT2	404179	404379
chr13	-	599413	601134	YMR169C	ALD3	601137	601404
chr10	+	120269	121996	YJL159W	HSP150	119948	120322
chr15	+	818595	820324	YOR264W	DSE3	818459	818708
chr16	+	641765	643494	YPR035W	GLN1	641028	641778
chr12	+	790238	791967	YLR332W	MID2	789777	790331
chr13	+	408945	410674	YMR070W	MOT3	408212	408962
chr4	-	219572	221301	YDL134C	PPH21	221218	221782
chr7	-	396008	397737	YGL056C	SDS23	397655	398044
chr9	-	136327	138064	YIL119C	RPI1	138090	138271
chr5	-	520985	522722	YER168C	CCA1	522651	523152
chr12	+	728854	730599	YLR300W	EXG1	728104	728854
chr7	+	915133	916878	YGR211W	ZPR1	914789	915191
chr7	-	724770	726515	YGR117C		726407	726993
chr3	+	50792	52537	YCL042W		50433	50787
chr6	-	201720	203465	YFR024C-A	LSB3	203420	203670
chr16	-	819698	821451	YPR144C	NOC4	821402	821816
chr15	+	1039788	1041541	YOR374W	ALD4	1039403	1039759
chr13	+	288049	289818	YMR011W	HXT2	287415	288118
chr15	+	83497	85266	YOL125W	TRM13	83272	83552
chr11	+	369776	371545	YKL035W	UGP1	369503	369811
chr4	+	507813	509590	YDR033W	MRH1	507375	507881
chr7	+	703406	705183	YGR108W	CLB1	703176	703472
chr4	-	589760	591537	YDR072C	IPT1	591436	591832
chr12	-	520378	522155	YLR183C	TOS4	522101	522407
chr11	-	426948	428733	YKL008C	LAC1	428733	428924
chr14	-	629461	631246	YNR001C	CIT1	631231	631556
chr11	+	96558	98343	YKL184W	SPE1	96237	96619
chr9	+	177934	179723	YIL099W	SGA1	177629	177963
chr4	+	296536	298329	YDL089W	NUR1	296315	296557
chr5	-	282510	284303	YER064C	VHR2	284266	284704
chr4	+	836367	838168	YDR188W	CCT6	836075	836407
chr13	-	294997	296798	YMR013C	SEC59	296731	297159
chr9	+	132195	133996	YIL121W	QDR2	131953	132220
chr15	-	67205	69006	YOL136C	PFK27	68989	69435
chr5	-	82972	84781	YEL036C	ANP1	84812	85672
chr16	-	810866	812683	YPR138C	MEP3	812671	812945
chr4	+	1507949	1509766	YDR536W	STL1	1507199	1507949
chr13	+	38088	39905	YML116W	ATR1	37811	38088
chr15	-	889800	891617	YOR306C	MCH5	891579	892055
chr16	-	518552	520369	YPL017C	IRC15	520356	520656
chr16	-	462377	464194	YPL049C	DIG1	464113	464360
chr12	+	125489	127314	YLL012W	YEH1	124739	125489
chr4	-	1487264	1489089	YDR524C	AGE1	1488970	1489470
chr7	-	425072	426897	YGL038C	OCH1	426898	427074
chr8	+	207471	209296	YHR050W	SMF2	207217	207540
chr6	-	53004	54830	YFL039C	ACT1	54788	55538
chr12	-	708378	710206	YLR286C	CTS1	710237	710891
chr2	+	194027	195860	YBL015W	ACH1	193543	194147
chr5	-	239925	241758	YER045C	ACA1	241753	242092
chr13	-	11435	13268	YML130C	ERO1	13219	13514
chr14	+	772587	774421	YNR072W	HXT17	771688	772718
chr16	-	500408	502249	YPL026C	SKS1	502249	502999
chr3	+	58968	60809	YCL036W	GFD2	58696	59020
chr4	+	1451236	1453077	YDR501W	PLM2	1450498	1451248
chr8	+	21723	23564	YHL039W	EFM1	20959	21773
chr4	-	11587	13430	YDL245C	HXT15	13430	14180
chr10	+	19427	21270	YJL219W	HXT9	18803	19664
chr15	+	25203	27046	YOL156W	HXT11	24453	25203
chr10	+	732370	734213	YJR158W	HXT16	731620	732370
chr5	-	67060	68909	YEL046C	GLY1	68857	69607
chr5	-	266349	268198	YER056C	FCY2	268211	268961
chr13	+	16991	18848	YML127W	RSC9	16786	17083
chr8	-	287018	288882	YHR092C	HXT4	288784	289476
chr7	+	599390	601255	YGR055W	MUP1	598642	599392
chr12	-	875531	877396	YLR378C	SEC61	877339	877681
chr7	+	788637	790510	YGR149W	GPC1	788338	788673
chr8	+	488603	490476	YHR194W	MDM31	488211	488647
chr13	+	541105	542978	YMR136W	GAT2	540764	541127
chr12	-	210267	212140	YLR034C	SMF3	212107	212410
chr16	+	548493	550366	YPL005W	AEP3	548232	548498
chr16	+	425821	427702	YPL066W	RGL1	425416	425871
chr7	-	892481	894362	YGR197C	SNG1	894308	894688
chr15	-	636836	638717	YOR161C	PNS1	638697	639176
chr7	+	67545	69426	YGL228W	SHE10	67178	67590
chr7	+	398543	400424	YGL055W	OLE1	397655	398664
chr8	+	204544	206425	YHR048W	YHK8	204207	204524
chr3	-	56868	58749	YCL037C	SRO9	58696	59020
chr5	-	256213	258094	YER052C	HOM3	258020	258350
chr12	+	954906	956787	YLR417W	VPS36	954716	954981
chr13	-	859189	861078	YMR296C	LCB1	860947	861507
chr13	-	14955	16844	YML128C	MSC1	16786	17083
chr2	-	593128	595025	YBR182C	SMP1	595022	595318
chr10	+	69305	71202	YJL194W	CDC6	69124	69316
chr15	+	380985	382882	YOR027W	STI1	380679	381026
chr2	-	612072	613969	YBR196C	PGI1	613889	614639
chr4	-	46201	48101	YDL227C	HO	48049	49504
chr16	+	22880	24785	YPL274W	SAM3	22497	22885
chr4	+	135727	137632	YDL180W		135543	135781
chr9	-	16714	18623	YIL172C	IMA3	18623	19373
chr7	-	1067152	1069061	YGR287C	IMA1	1069132	1069542
chr15	-	376013	377934	YOR023C	AHC1	377934	378245
chr8	+	375414	377343	YHR137W	ARO9	374664	375414
chr15	+	624672	626609	YOR154W	SLP1	624342	624732
chr4	+	652662	654599	YDR099W	BMH2	652344	652711
chr10	+	521990	523935	YJR046W	TAH11	521696	522032
chr8	-	123986	125931	YHR009C	TDA3	125919	126669
chr14	+	503601	505547	YNL065W	AQR1	503444	503629
chr2	-	133855	135808	YBL045C	COR1	135808	136138
chr2	-	562888	564841	YBR162C	TOS1	564839	565245
chr4	-	1204496	1206449	YDR365C	ESF1	1206386	1206663
chr15	+	722841	724795	YOR204W	DED1	722579	722957
chr13	+	662441	664402	YMR199W	CLN1	661539	662469
chr12	-	663098	665059	YLR259C	HSP60	665007	665354
chr11	+	340830	342791	YKL051W	SFK1	340495	340889
chr16	+	822486	824455	YPR145W	ASN1	821736	822486
chr5	+	27624	29601	YEL065W	SIT1	27198	27746
chr13	+	886913	888890	YMR307W	GAS1	886293	887043
chr16	+	931206	933183	YPR196W		930456	931206
chr3	-	296824	298801	YCR098C	GIT1	298828	299299
chr5	-	223269	225246	YER036C	ARB1	225209	225959
chr7	-	274768	276745	YGL124C	MON1	276701	277642
chr15	+	288760	290737	YOL019W		288378	288801
chr4	-	1172302	1174279	YDR349C	YPS7	1174227	1174517
chr11	+	362455	364433	YKL039W	PTM1	362235	362540
chr14	-	196125	198110	YNL241C	ZWF1	198030	198454
chr4	-	414975	416960	YDL020C	RPN4	416902	417296
chr7	-	937091	939076	YGR221C	TOS2	939091	939518
chr8	-	399034	401019	YHR151C	MTC6	400972	401353
chr13	+	852553	854546	YMR291W	TDA1	851803	852553
chr12	+	283783	285776	YLR077W	FMP25	283480	283895
chr14	+	665297	667290	YNR019W	ARE2	665026	665350
chr4	-	548688	550689	YDR046C	BAP3	550652	551402
chr4	+	1490524	1492525	YDR525W-A	SNA2	1489834	1490584
chr8	-	8281	10283	YHL047C	ARN2	10259	11249
chr7	+	206645	208654	YGL158W	RCK1	206261	206613
chr8	+	397198	399207	YHR150W	PEX28	396770	397242
chr11	+	631015	633024	YKR097W	PCK1	630534	630976
chr2	+	342577	344586	YBR054W	YRO2	342222	342540
chr15	+	286040	288057	YOL020W	TAT2	285352	286102
chr2	-	796569	798586	YBR296C	PHO89	798539	798880
chr13	-	912702	914719	YMR319C	FET4	914711	914969
chr8	-	119826	121851	YHR007C	ERG11	121844	122653
chr13	+	915442	917467	YMR320W		915234	915568
chr12	-	251139	253164	YLR055C	SPT8	253076	253452
chr12	-	442811	444844	YLR152C		444834	445098
chr7	+	577142	579183	YGR041W	BUD9	576470	577085
chr7	-	949196	951237	YGR229C	SMI1	951150	951611
chr7	+	289663	291704	YGL116W	CDC20	289355	289672
chr12	+	677910	679959	YLR267W	BOP2	677660	677953
chr15	+	522936	524985	YOR108W	LEU9	522585	522977
chr2	+	556285	558342	YBR158W	AMN1	555535	556285
chr14	+	500929	502986	YNL066W	SUN4	500583	500935
chr7	+	987868	989925	YGR249W	MGA1	987609	987986
chr2	-	360565	362622	YBR060C	ORC2	362565	362894
chr13	-	899277	901334	YMR313C	TGL3	901277	901706
chr13	+	606113	608178	YMR172W	HOT1	605686	606104
chr4	+	927200	929265	YDR232W	HEM1	926889	927241
chr10	+	647405	649470	YJR120W		647042	647417
chr11	-	379964	382029	YKL032C	IXR1	381985	382200
chr14	-	616182	618254	YNL008C	ASI3	618232	618671
chr5	-	394192	396265	YER115C	SPR6	396208	396541
chr13	-	603637	605718	YMR171C	EAR1	605686	606104
chr2	-	373661	375750	YBR068C	BAP2	375750	376500
chr4	+	955664	957753	YDR247W	VHS1	955379	955742
chr7	-	440969	443066	YGL028C	SCW11	442998	443645
chr16	-	277885	279982	YPL145C	KES1	279950	280225
chr4	-	104771	106868	YDL197C	ASF2	106795	107129
chr15	+	837027	839132	YOR274W	MOD5	836635	837071
chr4	-	614234	616339	YDR085C	AFR1	616337	616582
chr12	-	922386	924492	YLR401C	DUS3	924427	924749
chr11	+	22080	24193	YKL217W	JEN1	21369	22133
chr12	+	612254	614375	YLR237W	THI7	611858	612279
chr15	-	923073	925194	YOR324C	FRT1	925151	925588
chr12	+	290063	292184	YLR081W	GAL2	289651	290175
chr5	-	262021	264142	YER054C	GIP2	264080	264499
chr12	-	199411	201532	YLR028C	ADE16	201414	201736
chr4	+	330991	333113	YDL070W	BDF2	330805	331093
chr8	-	290817	292946	YHR094C	HXT1	292843	293214
chr14	-	105030	107159	YNL283C	WSC2	107129	107436
chr4	+	1234124	1236253	YDR380W	ARO10	1233503	1234242
chr16	+	888950	891079	YPR175W	DPB2	888699	888983
chr10	+	137309	139440	YJL149W	DAS1	137092	137385
chr5	-	39876	42013	YEL060C	PRB1	42013	42471
chr13	-	554557	556694	YMR145C	NDE1	556624	557305
chr15	+	104153	106290	YOL113W	SKM1	103893	104173
chr7	+	529046	531183	YGR023W	MTL1	528665	529023
chr5	-	488705	490850	YER158C		490724	491399
chr13	+	92200	94345	YML088W	UFO1	91761	92245
chr14	-	172453	174598	YNL251C	NRD1	174518	174930
chr10	+	303060	305213	YJL073W	JEM1	302851	303115
chr2	-	553441	555602	YBR157C	ICS2	555588	556338
chr10	-	134150	136319	YJL153C	INO1	136252	136472
chr2	-	138159	140336	YBL042C	FUI1	140322	140612
chr4	-	74435	76612	YDL214C	PRR2	76531	77261
chr12	-	414579	416756	YLR136C	TIS11	416792	417052
chr11	-	68157	70341	YKL198C	PTK1	70258	70795
chr7	-	763689	765882	YGR138C	TPO2	765945	766297
chr12	-	239277	241477	YLR047C	FRE8	241473	241993
chr8	+	50994	53195	YHL027W	RIM101	50539	51043
chr13	-	162100	164301	YML056C	IMD4	164266	164594
chr12	-	386123	388324	YLR120C	YPS1	388321	388590
chr11	+	94142	96351	YKL185W	ASH1	93578	94183
chr12	-	675530	677739	YLR266C	PDR8	677660	677953
chr16	+	40928	43145	YPL265W	DIP5	40220	40913
chr16	-	64772	66989	YPL256C	CLN2	66988	67342
chr5	+	133088	135313	YEL011W	GLC3	132726	133183
chr12	+	951106	953339	YLR413W	INA1	950683	951057
chr13	+	632321	634570	YMR186W	HSC82	631962	632349
chr4	-	1466248	1468497	YDR508C	GNP1	1468376	1469126
chr11	+	615483	617740	YKR093W	PTR2	614843	615593
chr13	+	335209	337466	YMR032W	HOF1	334829	335194
chr15	+	1004613	1006877	YOR355W	GDS1	1004146	1004654
chr16	+	771260	773533	YPR119W	CLB2	770721	771284
chr13	-	277468	279741	YMR006C	PLB2	279628	280216
chr5	+	303514	305789	YER073W	ALD5	303249	303589
chr16	-	96396	98677	YPL240C	HSP82	98708	99000
chr10	+	381292	383573	YJL034W	KAR2	380998	381328
chr3	+	225517	227798	YCR061W		225178	225573
chr16	-	350121	352410	YPL106C	SSE1	352346	352654
chr16	-	692673	694962	YPR074C	TKL1	694947	695378
chr12	-	185021	187318	YLR023C	IZH3	187255	187699
chr7	+	272380	274677	YGL125W	MET13	271759	272509
chr8	-	294473	296778	YHR096C	HXT5	296809	297250
chr4	+	931008	933313	YDR234W	LYS4	930258	931008
chr4	+	1362740	1365053	YDR452W	PPN1	1362264	1362758
chr1	-	139368	141681	YAL005C	SSA1	141570	142202
